date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-10-04,11.9,10.6,13.3,0,,301.9,12.6,,1017,
2016-10-05,8.4,6.3,11.4,4.8,,307.7,16.2,,1019,
2016-10-06,6,3.7,8.9,7.1,,267.5,8.2,,1013.8,
2016-10-07,6.2,1.2,10.6,6.1,,,6.3,,1017.5,
2016-10-08,7.2,1.4,13.1,0,,,4.9,,1018.6,
2016-10-09,8.4,4.1,14.8,0,,,5,,1022,
2016-10-10,8.5,2.4,13.7,0.5,,,5.6,,1021.5,
2016-10-11,7.7,7,9.8,0.5,,1.6,10.4,,1014.8,
2016-10-12,8.9,6.9,11.7,2.3,,328.4,11.7,,1011.1,
2016-10-13,8.3,10.1,11.2,0.8,,,7.3,,1018.7,
2016-10-14,8.2,4.8,12.8,0,,92,9.6,,1023,
2016-10-15,10.7,6.4,14.3,0,,87.2,7.6,,1019.4,
2016-10-16,12.7,9,16.7,0.5,,10.1,6.4,,1021,
2016-10-17,9.3,8.4,10,0.3,,86.5,8.7,,1028.5,
2016-10-18,9.4,7.5,11.8,0,,108,8.2,,1026.5,
2016-10-19,9.6,8.3,11.3,0,,122.6,5.9,,1022.2,
2016-10-20,9.4,7.5,11.5,0,,101.6,8.1,,1017.3,
2016-10-21,9,8.4,10.1,2.8,,,8,,1014.6,
2016-10-22,8.9,10.3,13.8,9.7,,,11.9,,1016.7,
2016-10-23,7.4,2.4,10.4,0,,83.9,6.7,,1021.2,
2016-10-24,10.8,7.9,14.5,0,,88.4,6.1,,1022.5,
2016-10-25,13.7,10.2,17.4,0,,98.4,6.7,,1021.7,
2016-10-26,12.3,10.7,15.4,7.1,,341.4,6.6,,1023.3,
2016-10-27,8,10.5,11.9,0,,,6.7,,1030.4,
2016-10-28,6.4,1.3,11.6,0,,,4.8,,1034,
2016-10-29,10.4,4.8,14.7,1,,277.9,11.4,,1027.4,
2016-10-30,8.7,10.3,11.7,0,,305.4,14.4,,1025.3,
2016-10-31,7.3,3.7,11.5,0,,315.6,9.3,,1026.9,
2016-11-01,7.2,3.1,11.7,0,,166.8,5.3,,1023.2,
2016-11-02,8.2,2.9,14.4,0,,248.3,10.5,,1014.2,
2016-11-03,6.5,2.8,9.7,0,,,19.3,,1019.4,
2016-11-04,2.4,-3.4,8.9,0,,,5.5,,1023.9,
2016-11-05,4.2,-0.3,10,0,,91.4,7.8,,1014.5,
2016-11-06,12.2,6.4,9.2,14.5,,174.4,15.1,,999,
2016-11-07,6.5,4.7,8.7,6.4,,286.3,11.7,,1005.5,
2016-11-08,5.1,3,7.5,0,,344.5,7.2,,1009.9,
2016-11-09,4.1,-0.1,8.1,0,,307.1,10.8,,1008.1,
2016-11-10,1.7,-3.1,6.5,0,,,5.4,,1012,
2016-11-11,4.8,0.9,7.6,0.5,,97.4,7.5,,1015.5,
2016-11-12,5,3.7,6.4,2.5,,20.9,13.2,,1015.2,
2016-11-13,2,0.6,5.2,7.4,,312.8,12,,1022.2,
2016-11-14,2.3,0.2,6.2,0,,,5.3,,,
2016-11-15,0.3,-3.6,4.9,0,,136.2,5.4,,1034.2,
2016-11-16,1.2,-2,3.2,,,155.5,6.7,,1026.5,
2016-11-17,3.8,1.5,7.4,3.6,,101.3,6.9,,1020.8,
2016-11-18,8.3,1.5,15.7,0,,112.1,9.8,,1018,
2016-11-19,11.4,10.1,14.2,0,,124.7,8.2,,1016.5,
2016-11-20,9.9,6.8,14.7,0.3,,98.7,7,,1019.2,
2016-11-21,8.1,5.1,12.3,0,,95,9.3,,1022,
2016-11-22,6.8,4.1,11.3,0,,87.5,9.3,,1024.1,
2016-11-23,5.7,2.2,10.8,0,,91.1,13.1,,1025.5,
2016-11-24,5.2,2.3,9.4,0,,84.1,8.1,,1024.2,
2016-11-25,6.7,4.4,10.2,0,,,7.8,,1021.1,
2016-11-26,6.1,3.4,9.7,0,,,4.9,,,
2016-11-27,7.1,4.7,10,0,,307.3,13.2,,1012,
2016-11-28,2.2,0.6,4.2,0,,315,16.9,,1019.2,
2016-11-29,0.6,-2.2,4.2,0,,328.6,12.3,,1029.9,
2016-11-30,0.4,-4.4,4.1,0,,261.8,7.6,,1029.8,
2016-12-01,3.5,0.5,5.9,0,,290.9,17.5,,1018.9,
2016-12-02,5.5,1.6,7.8,0,,300.6,25.5,,1010.5,
2016-12-03,0.9,-0.1,4.6,0,,291.5,10.5,,1024.2,
2016-12-04,-2.2,-7.1,5.3,0,,114.4,4.8,,1031.5,
2016-12-05,-3.2,-5.5,0.5,0,,,6,,1033.6,
2016-12-06,-2.3,-5.1,1.5,0,,,8.2,,1029.8,
2016-12-07,-2.2,-6.9,3.5,0,,,4,,1039.3,
2016-12-08,-2.8,-4.2,-4,0,,198.3,7.8,,1038,
2016-12-09,1.7,-2.8,7.1,0,,235.1,8.7,,1029.5,
2016-12-10,6.3,0.9,10.7,0,,244.1,9.1,,1025.2,
2016-12-11,5.7,-1.4,13.3,0,,236.8,13.2,,1017.4,
2016-12-12,5.8,1.3,7.6,0,,308.3,17.8,,1017.3,
2016-12-13,-2,-5.9,1.9,0,,,6.2,,1031.8,
2016-12-14,-3,-5.7,-0.4,0,,154,5.1,,1027.2,
2016-12-15,-1.6,-0.3,-0.2,0,,,5,,1030.2,
2016-12-16,-1,-0.2,3.6,0,,342,5.8,,1037.9,
2016-12-17,-4.4,-8.3,-2.4,0,,173,5.6,,1040.4,
2016-12-18,-2.7,-1.6,-1.5,0,,105.7,5.7,,1036.3,
2016-12-19,-3.8,-3.1,-3.1,0,,,6.6,,1037.8,
2016-12-20,-3.7,-4.3,-3.4,0,,,5.1,,1036.5,
2016-12-21,-3.6,-4.4,-4.4,0,,,5.1,,1038.3,
2016-12-22,-2.7,-2.2,-2.2,0,,,4.8,,1038.1,
2016-12-23,-2.5,-3.2,-2,0,,239.3,5.2,,1037.4,
2016-12-24,-1.5,-2.3,-2.3,0,,172.9,5.7,,1033.1,
2016-12-25,2.4,-1.1,5.9,0.5,,241.1,10.4,,1025.6,
2016-12-26,8.7,4.2,11,0.3,,284.7,14,,1024.6,
2016-12-27,5.8,4,10,0,,302.1,24.3,,1027.5,
2016-12-28,3,1.6,5.7,0,,326.2,18.6,,1030.3,
2016-12-29,0.4,0,4.5,0,,330.7,10.2,,1038.6,
2016-12-30,-2.5,-6.6,2.6,0,,,4.3,,1039.8,
2016-12-31,-3.9,-0.5,2.2,0,,,2.2,,1034.8,
2017-01-01,-6.6,-9.1,-4.7,0,,,3.5,,1027,
2017-01-02,-5.2,-2.9,-6.4,0,,,3.3,,1020.3,
2017-01-03,0.4,-6.6,3.2,0,,297.3,12.4,,1021.8,
2017-01-04,0.2,-2.5,3.3,0,,234.8,9.9,,1010.8,
2017-01-05,-0.5,-0.1,2.6,0,20,314.6,18.2,,1013,
2017-01-06,-7.6,-10.1,-4.6,0.3,10,337,14.7,,1028.3,
2017-01-07,-11.7,-13.9,-8.1,0,10,322.9,10.2,,1031.4,
2017-01-08,-11.4,-16.5,-5.1,0,,339.9,7.5,,1027.2,
2017-01-09,-7.8,-14.5,-2.8,0,,20.7,7,,1025,
2017-01-10,-9.5,-12.3,-6.3,,10,64.2,6.6,,1024.6,
2017-01-11,-7.5,-11.2,-0.8,0,,271.3,6.3,,1020.9,
2017-01-12,-3.7,-9.2,2.7,0.5,20,188.2,8.2,,1014.9,
2017-01-13,0.3,-0.2,1.6,3,30,134.2,8.5,,1003.4,
2017-01-14,1.8,-1.1,3.9,13.7,20,287.8,16.3,,1003.6,
2017-01-15,0.2,-0.2,3.2,0,20,293,10.5,,1017.7,
2017-01-16,-4.8,-2.3,-1.9,0,20,17.2,7.1,,1022.3,
2017-01-17,-1.8,-4.8,1.7,0,20,3.7,10.4,,1026.6,
2017-01-18,-2.1,-0.8,1.8,0,20,,10.7,,,
2017-01-19,-3.8,-0.3,1.3,0,20,36.3,7.3,,1037.6,
2017-01-20,-5.8,-10.9,0.7,0,20,117,4.6,,1038.5,
2017-01-21,-6,-0.4,1.2,0,20,,3.8,,1036.2,
2017-01-22,-4.8,-9.7,-0.3,0,20,63,5.7,,1036.3,
2017-01-23,-5.2,-9.8,-0.9,0,20,84,6.1,,1031.2,
2017-01-24,-5.4,-10.3,0.6,0,20,,6.1,,1026.5,
2017-01-25,-3.3,-8.6,-0.9,0,20,342.4,5.6,,1030.6,
2017-01-26,-2.8,0,1.5,0,20,78.2,8.2,,1034.6,
2017-01-27,-7.1,-10.3,-5.4,0,20,132.8,5.1,,1034.4,
2017-01-28,-8.6,-10,-9.8,0,20,103.4,6.6,,1030.6,
2017-01-29,-8.7,-10.4,-5.1,0,20,148.9,4,,1030.6,
2017-01-30,-7.4,-10.5,-5.4,0,20,139.9,6.2,,1029.4,
2017-01-31,-4.6,-7.7,-7.4,0,20,90.9,10.1,,1025.2,
2017-02-01,0.4,-2.5,1.4,7.6,20,77.5,7.2,,1023.6,
2017-02-02,2.8,0.7,4.8,14.2,20,,4.8,,1020.1,
2017-02-03,7.1,1.5,13.4,0,,156.6,7.3,,1012.8,
2017-02-04,3.5,-0.8,8.2,,,,6.6,,,
2017-02-05,5.3,1,10.5,7.1,10,319.5,8.5,,1007.7,
2017-02-06,4.2,2.7,5.6,1,,38.1,9.8,,1011,
2017-02-07,2.5,0.8,3.5,5.1,,328.7,8.1,,1015.3,
2017-02-08,-0.3,-0.1,0.6,0.8,,60,5.9,,1023.4,
2017-02-09,0.2,-0.9,1.7,0,,,5.2,,1030,
2017-02-10,0.1,0,2.2,,,96.3,7,,1030.7,
2017-02-11,-0.3,-3.6,4.2,0,,97.6,6.7,,1030.6,
2017-02-12,-0.9,-4.6,3.4,0,,103.3,7.5,,1034.4,
2017-02-13,-2,0,3.2,0,,97.6,4.5,,1037.2,
2017-02-14,-2.9,-4.3,-1.6,0,,201.4,5.9,,1037.9,
2017-02-15,-2.3,-3.7,-0.9,0,,,6.1,,1038.1,
2017-02-16,-2.4,-2.9,-1.5,0,,,3.6,,1035.8,
2017-02-17,-1.8,-3,-2.9,0,,188.3,4.7,,1026.4,
2017-02-18,0,-4.2,5.8,0,,,4.6,,1024.8,
2017-02-19,1.9,-0.4,6.2,0,,,6.2,,1026.3,
2017-02-20,1.8,-0.1,5.8,0,,,9.5,,,
2017-02-21,5.8,1.1,9.7,0,,239.8,10.8,,1013.7,
2017-02-22,7.8,2.4,12.3,0,,232.9,10,,1013.4,
2017-02-23,9.6,6.3,14.7,0,,227.9,13.8,,1007.6,
2017-02-24,9.4,10.2,12,0,,269.1,16.6,,1006.5,
2017-02-25,4.3,-0.2,8.1,0,,295.1,13.1,,1022.4,
2017-02-26,3.8,-2.6,9.1,0,,143.7,7.5,,1022.4,
2017-02-27,7.9,0.4,13.9,0,,116.7,8.6,,1016.1,
2017-02-28,12,7.6,17.5,0,,184.8,15.8,,1006,
2017-03-01,7.2,10.3,8.8,4.6,,285,14.3,,1005.9,
2017-03-02,6.8,-1.1,13.2,0,,207.6,9.9,,1014.3,
2017-03-03,8.4,2.2,13.7,0,,230,9.2,,1019.8,
2017-03-04,11.4,3.8,18.6,0,,141.4,12.6,,1011.2,
2017-03-05,10.5,10.4,12.8,0,,192.7,9.6,,1009,
2017-03-06,7.4,10.3,12.2,9.4,,236.1,10.5,,1005.5,
2017-03-07,7.2,0.5,12.6,0,,353.4,6.9,,1008.9,
2017-03-08,9.5,10.5,14.7,0,,336.5,10.6,,1019.3,
2017-03-09,7.5,5.2,11.9,0,,,6.6,,1019.6,
2017-03-10,5.3,4.2,7.3,11.4,,353.2,9.3,,1015.6,
2017-03-11,6.8,2.4,11.6,7.4,,,12.8,,1020,
2017-03-12,6.3,4,9.2,0,,359,8.4,,1018.2,
2017-03-13,7.6,1.9,13.3,0,,329,9.6,,1022.4,
2017-03-14,6.7,2.3,12.3,0,,323.3,6.9,,1027.2,
2017-03-15,7.4,0.1,12.2,0,,312.8,9.8,,1027,
2017-03-16,9.1,1.5,14.2,0,,304.1,12.1,,1022.7,
2017-03-17,8.4,1.7,14.1,0,,,11,,,
2017-03-18,9,7,10.7,2.5,,,17.8,,1006.3,
2017-03-19,8.6,6.4,12.3,10.7,,282.6,15.6,,1009.5,
2017-03-20,11.7,5.3,16.5,2.8,,265.8,10.8,,1010.9,
2017-03-21,12.6,5.6,20,0,,92.4,6,,1011.5,
2017-03-22,15.2,9,22.7,0,,,10.2,,1012.1,
2017-03-23,15.5,9.8,22.1,0,,113.1,7.5,,1016.9,
2017-03-24,13.7,10.1,19.9,0,,,11.8,,1021.5,
2017-03-25,11,7.7,15.4,0,,,10.7,,,
2017-03-26,8.6,,13.2,0,,,,,,
2017-03-27,7.7,0.1,14.6,0,,291.9,6.6,,1026.9,
2017-03-28,11.7,1.1,20.7,0,,,8.3,,1023.6,
2017-03-29,15.1,5.3,22.5,0,,,12.6,,,
2017-03-30,15.4,12.3,19.7,0,,,15.1,,1024.5,
2017-03-31,13.6,6.1,20.2,0,,117.8,8.5,,1025.5,
2017-04-01,15.2,7.5,21.8,0,,105.3,14.9,,,
2017-04-02,16,8.6,24.1,0,,93.1,8.7,,1017.4,
2017-04-03,17.3,8.3,25,0,,29.3,6.9,,1018.3,
2017-04-04,16.5,12.7,22.9,0,,21.1,10.6,,1016.5,
2017-04-05,12,9.7,16.5,0.3,10,,7.4,,1016.9,
2017-04-06,9.8,10.2,11.8,9.9,,,29.8,,1013.7,
2017-04-07,8.2,6.5,10.2,0,,304.9,15.3,,1017,
2017-04-08,12.2,8.1,16.8,0,,304.6,21.9,,1018.5,
2017-04-09,11.9,7.3,17.4,0,,231.8,6.4,,1026.2,
2017-04-10,13.7,7,20.1,0,,,9.2,,1021.4,
2017-04-11,11.5,7.5,15.8,0,,321.1,13.9,,1017.1,
2017-04-12,10,3.3,15.1,0,,,9.4,,1020.5,
2017-04-13,11.3,10.2,17.7,0.5,,249.5,12.5,,1011.8,
2017-04-14,11.3,11.3,16.7,0,,,12.3,,1015.1,
2017-04-15,11,4.5,16.5,0,,,8.9,,1015.5,
2017-04-16,11,10.1,14.9,0.5,,291.2,13,,1013.7,
2017-04-17,8.8,2.1,14.5,0,,317.1,7.8,,1015.5,
2017-04-18,7.8,10.1,11,2,,296.8,10.5,,1013.2,
2017-04-19,2.2,0.4,6.1,6.6,,352.3,12.9,,1012.3,
2017-04-20,3.2,1.2,5,28.2,,1.6,12.3,,1020.8,
2017-04-21,6.7,0.4,11,7.9,,,16.8,,,
2017-04-22,9,3.8,14.8,0,,269.3,13.5,,1018.6,
2017-04-23,8.2,4.9,12.7,0,,304.3,16.2,,1018.2,
2017-04-24,8.6,2.4,14.2,0,,,13.4,,1020.5,
2017-04-25,14.8,6.8,22.1,0,,180.4,13.9,,1012.2,
2017-04-26,16.3,10.5,21.6,0,,,19.6,,1010,
2017-04-27,14.5,10.5,20,0,,216.7,7.8,,1010.4,
2017-04-28,13.5,10.2,19.3,1.5,,89.7,8.2,,1007.5,
2017-04-29,8.9,6.2,12,7.4,,316.6,13.5,,1015.8,
2017-04-30,10.7,5.4,16.1,1,,53.6,7.5,,1019.1,
2017-05-01,11.8,3.7,17.1,0,,68.8,8.1,,1016.3,
2017-05-02,16.6,12.1,22.1,0,,,12.4,,1015.6,
2017-05-03,14.6,12.3,20,0.3,,350.6,7.6,,1017.2,
2017-05-04,15.2,10.2,20.7,24.9,,202.6,6.7,,1015.8,
2017-05-05,14.4,11.3,19.7,14.5,,349.1,8.9,,1015.1,
2017-05-06,16.4,11.1,22.4,6.6,,263.7,12.6,,1012.6,
2017-05-07,15.7,13,20.2,0.8,,,11.3,,1007.4,
2017-05-08,14.7,11.2,19.4,0,,319.2,16.6,,1006.9,
2017-05-09,10.5,10.2,14.1,0,,,14.9,,1011.1,
2017-05-10,9.3,4.7,13.9,0.8,,150.6,7.8,,1014.8,
2017-05-11,14.8,4.8,23.2,0,,151.8,16,,1009.4,
2017-05-12,18.3,11.9,25.3,0,,156.2,10.5,,1005.5,
2017-05-13,17.4,13.7,23.3,0.5,,312.6,9.3,,1009.1,
2017-05-14,17.8,10.3,24.1,1,,20.8,6.4,,1018.1,
2017-05-15,18.8,12.2,24.3,0,,9.6,5.9,,1024.3,
2017-05-16,18.4,14.8,24.7,0,,,10.1,,1025.9,
2017-05-17,18.4,12.9,23.8,0,,39.1,9,,1024.7,
2017-05-18,18.9,11.6,25,0,,148.5,7.5,,1019.6,
2017-05-19,20.1,11.6,26.5,0,,121.4,8.1,,1014.6,
2017-05-20,18.7,13.8,24,0,,327.1,13.8,,1012.7,
2017-05-21,19.8,14.6,25.1,1.5,,320.8,14.1,,1016,
2017-05-22,19.8,13,26.6,0,,,8,,1016.9,
2017-05-23,18.4,15,26.2,1.5,,,9.6,,1016.2,
2017-05-24,17.9,14.6,22.4,15,,299.9,11.4,,1015.2,
2017-05-25,15.8,10.2,20.3,0.5,,325.7,11,,1016.6,
2017-05-26,18.2,12.8,22.9,0.3,,331.1,8,,1017.4,
2017-05-27,19,12.7,24.6,0,,18,7.7,,1019.6,
2017-05-28,18.9,12.7,24.7,0,,65.9,7.3,,1023.6,
2017-05-29,20.4,12.1,27.2,0,,,8.2,,1018.7,
2017-05-30,22.7,13.2,29.6,0,,,8.3,,1014.8,
2017-05-31,23.5,16.4,30,0,,,9.5,,1016,
2017-06-01,22.7,18,27.7,0,,334.7,9.6,,1017.7,
2017-06-02,21.7,11.6,28.6,0,,,7.8,,1017.7,
2017-06-03,23.4,15.8,29.9,0,,,7.2,,1014.9,
2017-06-04,23,16.5,30.3,0,,,16.3,,1012.3,
2017-06-05,22.7,17,28.4,0,,295.9,8.7,,1013.4,
2017-06-06,23.2,17.7,30.6,0,,135.4,9.6,,1009.5,
2017-06-07,18.8,15.8,22.7,0,,307.9,15.3,,1014.4,
2017-06-08,19.3,14.8,25.1,0,,314.6,11.4,,1019,
2017-06-09,20.4,11.6,27.3,0,,109.2,7.5,,1018,
2017-06-10,20.1,14.5,26.8,0,,,12.5,,1017,
2017-06-11,20.8,12.2,28,0.3,,9.2,6.1,,1018.9,
2017-06-12,23.3,13.5,30.3,0,,,10.4,,1015,
2017-06-13,24.3,17.2,28.3,,,,17.9,,1013.4,
2017-06-14,21,15.5,25.7,0,,327.5,10.2,,1015.8,
2017-06-15,20.9,13.8,27.2,0,,62.5,7.3,,1017.9,
2017-06-16,19.2,13.5,24.1,0,,218,7.2,,1015.3,
2017-06-17,17.5,15.3,20.9,1.5,,311.7,19.8,,1016.3,
2017-06-18,20.3,13.9,27.1,0,,343.6,12.5,,1018.5,
2017-06-19,23.3,16.1,29.4,0,,333.3,7.8,,1021.2,
2017-06-20,25,15,32.1,0,,,8.1,,1017.1,
2017-06-21,25.5,17.2,32.8,0,,229.2,8.1,,1013,
2017-06-22,26.5,17.6,34,0,,,9.2,,1014.1,
2017-06-23,25.7,20.1,32,1,,281.2,13.2,,1011,
2017-06-24,26.2,18.4,32.3,0,,288.8,12,,1014.1,
2017-06-25,22.2,19.4,29.1,2.3,,216.3,8.4,,1012.8,
2017-06-26,22.8,18.4,29.6,8.4,,,13.1,,1012.2,
2017-06-27,24.8,16.2,31.2,0,,,8.9,,1011.6,
2017-06-28,26.5,20.3,33.4,0,,143.9,11.1,,1005.3,
2017-06-29,22.4,17.3,27.9,6.1,,196.1,13.6,,1001.7,
2017-06-30,22.4,15.7,29,1.3,,,15.3,,1008.2,
2017-07-01,20.3,16.3,26.2,13.2,,213.4,10.3,,1010.5,
2017-07-02,20.7,15,25.2,2.8,,313.1,11.7,,1013,
2017-07-03,21.5,17.4,25.4,0,,340.6,12.3,,1016.3,
2017-07-04,21.2,12.3,27.5,0,,,11.3,,1019.9,
2017-07-05,24.4,16.9,30.4,0,,,9.3,,1018.5,
2017-07-06,24.2,16.9,30.2,0,,352.7,10.2,,1017.5,
2017-07-07,22.8,17.2,28.3,0,,95.6,8.5,,1017.8,
2017-07-08,24.4,16,32,0,,,12.3,,1014.2,
2017-07-09,24.9,18.2,30.5,0,,69.4,6.1,,1014.9,
2017-07-10,26.8,21.7,35.7,0,,100.8,11.7,,1012,
2017-07-11,24.1,17,29.3,21.1,,299.3,11.4,,1012,
2017-07-12,23.7,17.9,29.4,4.1,,217.5,8.5,,1012.9,
2017-07-13,21,18.6,23.4,0,,,26.1,,1014.7,
2017-07-14,18,10.9,22.8,,,287.1,5.8,,1016.7,
2017-07-15,18,12.8,22.9,,,,12.3,,1015.4,
2017-07-16,19.8,14,25.2,0,,,11.7,,1020.5,
2017-07-17,20.2,14.4,28,0,,,7.4,,1021.5,
2017-07-18,23.3,14,30.6,0,,,5.7,,1020.2,
2017-07-19,25.6,16.6,32.3,0,,,8.4,,1017,
2017-07-20,27.2,18.7,34.1,0,,,9.4,,1011.9,
2017-07-21,26.9,19.2,31.1,,,,12.8,,1012.5,
2017-07-22,24,18.7,30.9,1,,84.2,7,,1014.5,
2017-07-23,25.5,20,31.4,7.1,,,11,,1013.1,
2017-07-24,23.4,20,30.8,1.5,,53.3,8.1,,1008.1,
2017-07-25,19.3,15.8,23.5,8.9,10,300.7,16,,1003.8,
2017-07-26,18.2,14.8,23.9,0,,261.6,8.8,,1005.9,
2017-07-27,17.4,14.2,21.3,,,,13.2,,1008.7,
2017-07-28,22,14,27.7,0,,,13.9,,1011.2,
2017-07-29,22.9,18.2,28.5,0,,299.9,9.9,,1017,
2017-07-30,24.8,15.1,31.8,0,,115.3,7.6,,1016.7,
2017-07-31,26.2,18.8,33.8,0,,,6.5,,1017.3,
2017-08-01,28.8,21.4,36.1,0,,95.8,9,,1019.3,
2017-08-02,28.9,20.4,35.3,0,,168,7.8,,1017.8,
2017-08-03,30.3,22.1,37.2,0,,275.6,7.3,,1015.3,
2017-08-04,30.3,21.3,38.6,0,,193.4,8.1,,1012.1,
2017-08-05,30.4,26.1,35.6,0,,333.9,9.6,,1012.7,
2017-08-06,26.2,19.4,33.9,0,,340,11.7,,1014.2,
2017-08-07,18.8,16.8,22.3,26.9,,,9.8,,1019.3,
2017-08-08,20.8,13.4,26.3,3.6,,,9.3,,1018.7,
2017-08-09,26.3,18.8,33.3,0,,81.8,8.7,,1016.9,
2017-08-10,29.1,22.1,35.7,0,,98.6,9.9,,1015.4,
2017-08-11,28.5,23.4,34,0,,91,11.7,,1011.5,
2017-08-12,21.6,18.4,25.5,0,,312.5,18.8,,1011.2,
2017-08-13,19,16.2,22.9,0,,,11.1,,1016.1,
2017-08-14,21.7,14.3,28.6,0,,,10,,1020.7,
2017-08-15,23.2,16.1,29.2,0,,,5.7,,1021.2,
2017-08-16,24,16.6,31,0,,,5.9,,1019.6,
2017-08-17,25.5,18.7,32.5,0,,328.3,6.1,,1018.2,
2017-08-18,26.5,18.6,33.1,0,,105.4,6.4,,1017.3,
2017-08-19,24,19.9,31.6,0,,352.9,10.2,,1015,
2017-08-20,18.6,16.3,23.3,22.1,,316.4,11.4,,1017.2,
2017-08-21,18,10.1,23.6,2.8,,,11.8,,1019.7,
2017-08-22,17.5,10.3,23,0,,306.7,8.4,,1019.2,
2017-08-23,17.2,10,22.7,,,,10.1,,1018.2,
2017-08-24,19.2,9.7,27.8,0,,,6.4,,1019.2,
2017-08-25,23.4,14.9,31.8,0,,127.7,6.6,,1019,
2017-08-26,25.4,16.6,33.4,0,,,6.5,,1017,
2017-08-27,25.8,17.9,33.5,0,,340.8,8.6,,1014,
2017-08-28,22.6,19.3,27.1,0.3,,329.1,8.8,,1016.2,
2017-08-29,19.9,14.4,26.1,0,,2.2,5.6,,1019.1,
2017-08-30,20.5,12.5,27.6,0,,119.1,6.9,,1018.4,
2017-08-31,22.7,13.6,31.2,0,,96.3,7.6,,1014.9,
2017-09-01,24.4,17.2,32.6,0,,340.5,8.1,,1011.9,
2017-09-02,17.8,15.1,22.6,0,,300.1,11.6,,1012,
2017-09-03,14.8,13.2,17.2,22.1,,313.4,9.5,,1008.4,
2017-09-04,16.2,13.1,21.6,2,,305.6,13,,1014.1,
2017-09-05,16.5,9.1,22.7,0,,,8.1,,1018.6,
2017-09-06,20.3,15.9,25.2,0,,277.4,11.3,,1014.6,
2017-09-07,16.3,13.6,17.9,0,,269.6,10.6,,1015.2,
2017-09-08,16,8.1,22.6,0.3,,,5,,1015.9,
2017-09-09,18.8,11.4,26.1,0,,,11,,1008.4,
2017-09-10,21.2,13.7,28.1,0,,127.4,7.6,,1007.2,
2017-09-11,23.3,16.8,29.3,0,,102.5,7.8,,1004.4,
2017-09-12,16,14.4,22.4,4.3,,303.8,15.3,,1005,
2017-09-13,17.1,13,22.2,0,,247.4,11.5,,1015.7,
2017-09-14,20.1,12.2,26.7,,,,24,,1011,
2017-09-15,14.7,10.2,19.2,,,,14.4,,1016.5,
2017-09-16,17.3,11.9,22.7,,,42.1,7.5,,1013.4,
2017-09-17,15.1,12.2,18.3,33.3,30,222,10.1,,1011.5,
2017-09-18,13.9,7.5,20.1,3,,,5.9,,1016.7,
2017-09-19,13.3,12.6,15.1,0,,5.6,7.6,,1012.8,
2017-09-20,13.6,11.6,16.8,3.6,,,8.7,,1011.3,
2017-09-21,11.4,10.7,12.7,6.6,,313.7,15.8,,1012.7,
2017-09-22,14.4,10.7,18.6,18.8,,311.3,11.7,,1017.4,
2017-09-23,12.9,9.1,16.4,0,,305.9,12.9,,1018.9,
2017-09-24,12.3,10.9,16.3,0.5,,,5.6,,1021,
2017-09-25,14,7.2,19.6,0,,,7.7,,1022.9,
2017-09-26,17.1,13.3,22.3,0,,,11.8,,1024,
2017-09-27,16,13.3,20.8,0,,68.4,7.6,,1026.6,
2017-09-28,13.5,9.5,19.1,0,,47,5.7,,1029.8,
2017-09-29,11.8,6.2,17.8,0,,93.1,5.4,,1028.9,
2017-09-30,11.6,6.8,17.7,0,,,3.8,,1025.7,
2017-10-01,10.9,4.7,17.6,0,,73.8,5.7,,1025.4,
2017-10-02,11.3,4.3,22.4,0,,92.5,7.6,,1025.5,
2017-10-03,13.7,10.2,18,,,,12.6,,1018.8,
2017-10-04,13.3,8.3,18.2,0.3,,262.4,10.8,,1023.5,
2017-10-05,14.8,9.6,21,0,,205.8,9.2,,1013.3,
2017-10-06,12.5,10.2,15.5,0,,306.7,16.8,,1011.2,
2017-10-07,11.4,10.2,16.1,0,,310.3,11.1,,1016.7,
2017-10-08,10.3,5.8,13.6,0,,,12.7,,1014.4,
2017-10-09,10.7,10.1,14.2,0,,287.8,13.2,,1017.1,
2017-10-10,12.4,7.5,16.1,0,,247.4,9,,1019.8,
2017-10-11,13.9,10.1,20.3,0,,209.3,7.8,,1021.9,
2017-10-12,14.4,6.5,21.9,0,,240.5,8.1,,1021.8,
2017-10-13,15.8,13.2,19.8,0,,289.9,13.5,,1024.4,
2017-10-14,13.5,7.3,19.4,0,,,7.4,,1027.3,
2017-10-15,14.2,6.4,22.8,0,,,3.9,,1028.6,
2017-10-16,15.2,9.5,22.7,,,,4.5,,1028.5,
2017-10-17,15.5,9.2,23.4,0,,,4,,1025.9,
2017-10-18,15.2,10.8,22.5,0,,63.7,7,,1019.4,
2017-10-19,12.6,8.1,19.8,0,,,3.3,,1016.4,
2017-10-20,10.9,5.8,18.7,0,,,3,,1018.1,
2017-10-21,11.4,7.9,16.6,0,,312.6,5.4,,1017.7,
2017-10-22,10.5,7.8,13.1,0,,,6.3,,1015.2,
2017-10-23,9.2,10.3,9.7,34.8,,345.8,14.1,,1007.4,
2017-10-24,11.2,10.3,16.3,13.5,,356.4,11.9,,1017.2,
2017-10-25,9.3,2.9,14.8,0,,,6.8,,1025.6,
2017-10-26,11.2,6.3,17.1,0,,,4.7,,1024.6,
2017-10-27,10.5,10.1,12.4,0,,,12.7,,1015.8,
2017-10-28,10,8,11.5,2.5,,297.1,16.5,,1015.1,
